"","consent","demo_party","demo_party_forced","demo_ideology","demo_pol_forced","demo_gender","subject_rid","age","gender","hhi","ethnicity","hispanic","education","political_party","region","zip","question","ideology","headline","headline_text","ideology_num","headline_politics","answer_num","batch","group"
"26.17...1442","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","6934492783","","","","","","","","","",17,"","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",-99,"Dem",-1,"2","politics"
"27.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","5008790866","","","","","","","","","",17,"","Dem_7","Nearly 400 Trump Aides Had Access to Leaked Schedules",-99,"Dem",1,"2","politics"
"28.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","liberal","Left or center-left","Male","9037735313","","","","","","","","","",17,"balanced / non-political","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",0,"Rep",0,"2","ideology"
"29.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","conservative","Right or center-right","Male","4263140042","","","","","","","","","",17,"balanced / non-political","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",0,"Rep",0,"2","ideology"
"30.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","4454459408","","","","","","","","","",17,"","Dem_8","US Budget Deficit Running 41.8 Percent above Last Year",-99,"Dem",-1,"2","politics"
"31.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","881859437","","","","","","","","","",17,"","Rep_9","Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%",-99,"Rep",1,"2","politics"
"32.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","377840042","","","","","","","","","",17,"more favorable to Conservatives","Rep_10","Islamic State is 100 Percent Defeated",1,"Rep",1,"2","ideology"
"33.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","2115576500","","","","","","","","","",17,"balanced / non-political","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",0,"Rep",0,"2","ideology"
"34.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","2503744276","","","","","","","","","",17,"","Dem_4","Since Parkland There's Been a School Shooting, on Average, Every 12 Days",-99,"Dem",0,"2","politics"
"35.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","5525228386","","","","","","","","","",17,"more favorable to Conservatives","Rep_x2","Dems scramble to prevent their own from defecting to Trump",1,"Rep",1,"2","ideology"
"36.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","1595816040","","","","","","","","","",17,"more favorable to Liberals","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",-1,"Dem",-1,"2","ideology"
"37.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","6836452498","","","","","","","","","",17,"","Rep_6","Illegal Immigration Expected to Hit Highest Level Since George W. Bush",-99,"Rep",-1,"2","politics"
"38.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","4324909835","","","","","","","","","",17,"more favorable to Liberals","Dem_x2","North Carolina Republicans push legislation to hobble incoming Democratic governor",-1,"Dem",-1,"2","ideology"
"39.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","1526960442","","","","","","","","","",17,"balanced / non-political","Rep_10","Islamic State is 100 Percent Defeated",0,"Rep",0,"2","ideology"
"40.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Male","3191138478","","","","","","","","","",17,"","Rep_6","Illegal Immigration Expected to Hit Highest Level Since George W. Bush",-99,"Rep",-1,"2","politics"
"41.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","857547527","","","","","","","","","",17,"balanced / non-political","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",0,"Dem",0,"3","ideology"
"42.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","liberal","Left or center-left","Male","6441079047","","","","","","","","","",17,"more favorable to Liberals","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",-1,"Dem",-1,"3","ideology"
"43.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","6227991786","","","","","","","","","",17,"more favorable to Liberals","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",-1,"Dem",-1,"3","ideology"
"44.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","1970932614","","","","","","","","","",17,"more favorable to Conservatives","Rep_x2","Dems scramble to prevent their own from defecting to Trump",1,"Rep",1,"3","ideology"
"45.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Left or center-left","Female","7966389940","","","","","","","","","",17,"more favorable to Liberals","Dem_9","Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers",-1,"Dem",-1,"3","ideology"
"46.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","5781533262","","","","","","","","","",17,"more favorable to Conservatives","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",1,"Dem",1,"3","ideology"
"47.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","conservative","Right or center-right","Male","40158625","","","","","","","","","",17,"more favorable to Conservatives","Dem_6","Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting",1,"Dem",1,"3","ideology"
"48.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Right or center-right","Male","6811185586","","","","","","","","","",17,"balanced / non-political","Rep_1","Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner",0,"Rep",0,"3","ideology"
"49.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Right or center-right","Male","8023070139","","","","","","","","","",17,"more favorable to Conservatives","Rep_7","America Created 304,000 Jobs in January, Smashing Estimates",1,"Rep",1,"3","ideology"
"50.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","9049552171","","","","","","","","","",17,"more favorable to Liberals","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",-1,"Rep",-1,"3","ideology"
"51.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Left or center-left","Male","9474815181","","","","","","","","","",17,"more favorable to Conservatives","Rep_9","Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%",1,"Rep",1,"3","ideology"
"52.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Female","5848867190","","","","","","","","","",17,"more favorable to Conservatives","Rep_7","America Created 304,000 Jobs in January, Smashing Estimates",1,"Rep",1,"3","ideology"
"53.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","somewhat liberal","Left or center-left","Male","6457157540","","","","","","","","","",17,"balanced / non-political","Rep_8","76 Percent of Viewers Approve President Trump's State of the Union Speech",0,"Rep",0,"3","ideology"
"54.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Female","2797102183","","","","","","","","","",17,"more favorable to Liberals","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",-1,"Dem",-1,"3","ideology"
"55.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat conservative","Right or center-right","Female","4129996840","","","","","","","","","",17,"balanced / non-political","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",0,"Dem",0,"3","ideology"
"56.17","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","3006568090","","","","","","","","","",17,"more favorable to Conservatives","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",1,"Rep",1,"3","ideology"
"1.18...1473","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Male","7905533542","","","","","","","","","",18,"","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",-99,"Dem",-1,"2","politics"
"2.18...1474","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat conservative","Right or center-right","Female","2295178008","","","","","","","","","",18,"","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",-99,"Rep",1,"2","politics"
"3.18...1475","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","8338427706","","","","","","","","","",18,"balanced / non-political","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",0,"Rep",0,"2","ideology"
"4.18...1476","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","2716234843","","","","","","","","","",18,"more favorable to Conservatives","Dem_x2","North Carolina Republicans push legislation to hobble incoming Democratic governor",1,"Dem",1,"2","ideology"
"5.18...1477","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Male","1269469289","","","","","","","","","",18,"","Rep_1","Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner",-99,"Rep",-1,"2","politics"
"6.18...1478","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","7576383082","","","","","","","","","",18,"","Rep_8","76 Percent of Viewers Approve President Trump's State of the Union Speech",-99,"Rep",1,"2","politics"
"7.18...1479","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Female","5903513641","","","","","","","","","",18,"more favorable to Liberals","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",-1,"Rep",-1,"2","ideology"
"8.18...1480","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","869536526","","","","","","","","","",18,"more favorable to Conservatives","Rep_6","Illegal Immigration Expected to Hit Highest Level Since George W. Bush",1,"Rep",1,"2","ideology"
"9.18...1481","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","3777612108","","","","","","","","","",18,"","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",-99,"Rep",1,"2","politics"
"10.18...1482","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat conservative","Right or center-right","Male","9040488801","","","","","","","","","",18,"balanced / non-political","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",0,"Rep",0,"2","ideology"
"11.18...1483","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","5722454837","","","","","","","","","",18,"","Rep_1","Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner",-99,"Rep",1,"2","politics"
"12.18...1484","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat conservative","Right or center-right","Male","5121010677","","","","","","","","","",18,"","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",-99,"Dem",-1,"2","politics"
"13.18...1485","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","3693651091","","","","","","","","","",18,"more favorable to Liberals","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",-1,"Dem",-1,"2","ideology"
"14.18...1486","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","6406100467","","","","","","","","","",18,"","Dem_x2","North Carolina Republicans push legislation to hobble incoming Democratic governor",-99,"Dem",-1,"2","politics"
"15.18...1487","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Other","5381216262","","","","","","","","","",18,"","Dem_8","US Budget Deficit Running 41.8 Percent above Last Year",-99,"Dem",1,"2","politics"
"16.18...1488","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","4395935228","","","","","","","","","",18,"","Rep_10","Islamic State is 100 Percent Defeated",-99,"Rep",0,"2","politics"
"17.18...1489","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat liberal","Left or center-left","Male","5070985486","","","","","","","","","",18,"more favorable to Liberals","Rep_8","76 Percent of Viewers Approve President Trump's State of the Union Speech",-1,"Rep",-1,"2","ideology"
"18.18...1490","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","1687962804","","","","","","","","","",18,"more favorable to Conservatives","Rep_9","Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%",1,"Rep",1,"2","ideology"
"19.18...1491","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","8861068808","","","","","","","","","",18,"","Dem_2","Undeniable Warming: The Planet's Hottest Five Years on Record",-99,"Dem",0,"2","politics"
"20.18...1492","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Female","305686198","","","","","","","","","",18,"","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",-99,"Dem",0,"2","politics"
"21.18...1493","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","liberal","Right or center-right","Male","638715388","","","","","","","","","",18,"more favorable to Liberals","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",-1,"Dem",-1,"2","ideology"
"22.18...1494","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","2474431563","","","","","","","","","",18,"more favorable to Conservatives","Dem_3","Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.",1,"Dem",1,"2","ideology"
"23.18...1495","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Female","3730491167","","","","","","","","","",18,"","Rep_10","Islamic State is 100 Percent Defeated",-99,"Rep",1,"2","politics"
"24.18...1496","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","2231133706","","","","","","","","","",18,"balanced / non-political","Rep_4","Investors Pulled Record $25 Billion from US Stock ETFs in January",0,"Rep",0,"2","ideology"
"25.18...1497","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","conservative","Left or center-left","Male","8937568874","","","","","","","","","",18,"more favorable to Liberals","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",-1,"Rep",-1,"2","ideology"
"26.18...1498","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","6934492783","","","","","","","","","",18,"","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",-99,"Dem",-1,"2","politics"
"27.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","5008790866","","","","","","","","","",18,"","Dem_2","Undeniable Warming: The Planet's Hottest Five Years on Record",-99,"Dem",0,"2","politics"
"28.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","liberal","Left or center-left","Male","9037735313","","","","","","","","","",18,"balanced / non-political","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",0,"Rep",0,"2","ideology"
"29.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","conservative","Right or center-right","Male","4263140042","","","","","","","","","",18,"more favorable to Conservatives","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",1,"Dem",1,"2","ideology"
"30.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","4454459408","","","","","","","","","",18,"","Dem_9","Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers",-99,"Dem",0,"2","politics"
"31.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","881859437","","","","","","","","","",18,"","Dem_9","Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers",-99,"Dem",0,"2","politics"
"32.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","377840042","","","","","","","","","",18,"more favorable to Liberals","Dem_x2","North Carolina Republicans push legislation to hobble incoming Democratic governor",-1,"Dem",-1,"2","ideology"
"33.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","2115576500","","","","","","","","","",18,"more favorable to Liberals","Rep_1","Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner",-1,"Rep",-1,"2","ideology"
"34.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","2503744276","","","","","","","","","",18,"","Rep_6","Illegal Immigration Expected to Hit Highest Level Since George W. Bush",-99,"Rep",0,"2","politics"
"35.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","5525228386","","","","","","","","","",18,"more favorable to Liberals","Dem_x1","The small businesses near Trump Tower are experiencing a miniature recession",-1,"Dem",-1,"2","ideology"
"36.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Female","1595816040","","","","","","","","","",18,"more favorable to Conservatives","Rep_5","Migrant Jobs Project Spends 15 Million to Employ Only 120",1,"Rep",1,"2","ideology"
"37.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","6836452498","","","","","","","","","",18,"","Rep_8","76 Percent of Viewers Approve President Trump's State of the Union Speech",-99,"Rep",1,"2","politics"
"38.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","4324909835","","","","","","","","","",18,"more favorable to Liberals","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",-1,"Dem",-1,"2","ideology"
"39.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","1526960442","","","","","","","","","",18,"more favorable to Liberals","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",-1,"Dem",-1,"2","ideology"
"40.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Male","3191138478","","","","","","","","","",18,"","Dem_x3","Trump lashes out at Vanity Fair, one day after it lambastes his restaurant",-99,"Dem",-1,"2","politics"
"41.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","857547527","","","","","","","","","",18,"more favorable to Conservatives","Rep_6","Illegal Immigration Expected to Hit Highest Level Since George W. Bush",1,"Rep",1,"3","ideology"
"42.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","liberal","Left or center-left","Male","6441079047","","","","","","","","","",18,"balanced / non-political","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",0,"Dem",0,"3","ideology"
"43.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","6227991786","","","","","","","","","",18,"more favorable to Conservatives","Rep_x1","Companies are already canceling plans to move U.S. jobs abroad",1,"Rep",1,"3","ideology"
"44.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","1970932614","","","","","","","","","",18,"balanced / non-political","Rep_1","Guest Kicked Out of Disneyland for Unfurling 'Trump 2020' Banner",0,"Rep",0,"3","ideology"
"45.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Left or center-left","Female","7966389940","","","","","","","","","",18,"more favorable to Conservatives","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",1,"Dem",1,"3","ideology"
"46.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat liberal","Left or center-left","Male","5781533262","","","","","","","","","",18,"balanced / non-political","Dem_6","Justice Department to Award $8.3 Million to California Victims of Las Vegas Shooting",0,"Dem",0,"3","ideology"
"47.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","conservative","Right or center-right","Male","40158625","","","","","","","","","",18,"balanced / non-political","Dem_2","Undeniable Warming: The Planet's Hottest Five Years on Record",0,"Dem",0,"3","ideology"
"48.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Right or center-right","Male","6811185586","","","","","","","","","",18,"more favorable to Liberals","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",-1,"Rep",-1,"3","ideology"
"49.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Right or center-right","Male","8023070139","","","","","","","","","",18,"more favorable to Liberals","Dem_10","Trump's First 4 Mar-a-Lago Trips Cost Taxpayers $13.6 Million",-1,"Dem",-1,"3","ideology"
"50.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","9049552171","","","","","","","","","",18,"more favorable to Liberals","Dem_9","Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers",-1,"Dem",-1,"3","ideology"
"51.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Left or center-left","Male","9474815181","","","","","","","","","",18,"more favorable to Liberals","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",-1,"Rep",-1,"3","ideology"
"52.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Female","5848867190","","","","","","","","","",18,"balanced / non-political","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",0,"Rep",0,"3","ideology"
"53.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Other","Democrat","somewhat liberal","Left or center-left","Male","6457157540","","","","","","","","","",18,"more favorable to Conservatives","Dem_1","Justice Dept. Officials Had Discussions About Pushing Trump Out",1,"Dem",1,"3","ideology"
"54.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Female","2797102183","","","","","","","","","",18,"balanced / non-political","Rep_10","Islamic State is 100 Percent Defeated",0,"Rep",0,"3","ideology"
"55.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat conservative","Right or center-right","Female","4129996840","","","","","","","","","",18,"more favorable to Conservatives","Dem_5","Demand for IUDs and Birth Control Implants Rose After Trump's Election Amid Insurance Concerns",1,"Dem",1,"3","ideology"
"56.18","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Male","3006568090","","","","","","","","","",18,"more favorable to Liberals","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",-1,"Rep",-1,"3","ideology"
"1.19...1529","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Republican","somewhat conservative","Right or center-right","Male","7905533542","","","","","","","","","",19,"","Dem_3","Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.",-99,"Dem",-1,"2","politics"
"2.19...1530","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Independent","Democrat","somewhat conservative","Right or center-right","Female","2295178008","","","","","","","","","",19,"","Rep_9","Trump's Approval Rating among Likely Voters Soars to His Best in 23 Months at 52%",-99,"Rep",1,"2","politics"
"3.19...1531","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","8338427706","","","","","","","","","",19,"more favorable to Conservatives","Rep_3","Ocasio-Cortez Retracts Erroneous Information About Green New Deal Backed by 2020 Democratic Candidates",1,"Rep",1,"2","ideology"
"4.19...1532","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","conservative","Right or center-right","Female","2716234843","","","","","","","","","",19,"more favorable to Liberals","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",-1,"Rep",-1,"2","ideology"
"5.19...1533","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Republican","Republican","somewhat conservative","Right or center-right","Male","1269469289","","","","","","","","","",19,"","Dem_x2","North Carolina Republicans push legislation to hobble incoming Democratic governor",-99,"Dem",-1,"2","politics"
"6.19...1534","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Male","7576383082","","","","","","","","","",19,"","Rep_2","Northam Got Nearly $2 Million in Donations from Planned Parenthood",-99,"Rep",1,"2","politics"
"7.19...1535","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","liberal","Left or center-left","Female","5903513641","","","","","","","","","",19,"more favorable to Conservatives","Dem_3","Trump Says South Korea is Paying $500 Million More for U.S. Troops. The Deal Says Otherwise.",1,"Dem",1,"2","ideology"
"8.19...1536","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","869536526","","","","","","","","","",19,"more favorable to Conservatives","Rep_10","Islamic State is 100 Percent Defeated",1,"Rep",1,"2","ideology"
"9.19...1537","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","3777612108","","","","","","","","","",19,"","Dem_9","Susan Collins Raised More Money from Brett Kavanaugh Supporters than Mainers",-99,"Dem",0,"2","politics"
"10.19...1538","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat conservative","Right or center-right","Male","9040488801","","","","","","","","","",19,"more favorable to Liberals","Rep_x3","At GOP convention finale, Donald Trump vows to protect LGBTQ community",-1,"Rep",-1,"2","ideology"
"11.19...1539","I CONSENT to take part in the study. I am 18 or older, and I understand my rights in this study.","Democrat","Democrat","somewhat liberal","Left or center-left","Male","5722454837","","","","","","","","","",19,"","Dem_7","Nearly 400 Trump Aides Had Access to Leaked Schedules",-99,"Dem",0,"2","politics"
