study,group,question,answer,submit_time,source,source_politics,source_alignment,headline,headline_type,headline_politics,headline_alignment,subject_id,subject_politics,demo_party,demo_ideology,demo_ideology_forced,demo_gender,demo_education,demo_birthyear,demo_age,relevant_for_analysis,source_familiarity,source_trust,source_trust_num
Study 2,bonus,4,TRUE,8.701,bbart,conservative,TRUE,Rep_7,Rep,conservative,TRUE,study_2_ 189,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1982,37,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,FALSE,15.013,bbart,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 190,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1994,25,TRUE,no,Not at all,0
Study 2,control,4,TRUE,7.706,drudge,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_2_ 191,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1976,43,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,14.477,bbart,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_2_ 192,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1977,42,TRUE,no,Somewhat,0.5
Study 2,bonus,4,TRUE,12.236,bbart,conservative,FALSE,Rep_9,Rep,conservative,FALSE,study_2_ 193,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1983,36,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,5.401,bbart,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 194,conservative,Republican,conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1982,37,TRUE,yes,Entirely,1
Study 2,control,4,FALSE,6.619,drudge,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 195,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1990,29,TRUE,no,A lot,0.75
Study 2,bonus,4,FALSE,14.388,drudge,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 196,conservative,Republican,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1985,34,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,12.546,bbart,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 197,conservative,Democrat,liberal,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1994,25,TRUE,no,Not at all,0
Study 2,bonus,4,TRUE,7.102,fox,conservative,TRUE,Rep_6,Rep,conservative,TRUE,study_2_ 198,conservative,Independent,somewhat conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1997,22,TRUE,yes,Somewhat,0.5
Study 2,control,4,TRUE,6.242,drudge,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 199,liberal,Other,liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1984,35,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,4.237,bbart,conservative,FALSE,Rep_10,Rep,conservative,FALSE,study_2_ 200,liberal,Independent,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1989,30,TRUE,no,Somewhat,0.5
Study 2,control,4,FALSE,7.844,bbart,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 201,conservative,Democrat,somewhat conservative,Right or center-right,Male,"Professional degree (e.g. MD, JD)",1982,37,TRUE,yes,Not at all,0
Study 2,bonus,4,TRUE,15.015,drudge,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_2_ 202,liberal,Democrat,liberal,Left or center-left,Male,"Master’s degree (e.g. MA, MS)",1983,36,TRUE,yes,Not at all,0
Study 2,bonus,4,TRUE,9.785,drudge,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 203,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1984,35,TRUE,yes,Somewhat,0.5
Study 2,control,4,TRUE,15.012,fox,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 204,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1962,57,TRUE,yes,A lot,0.75
Study 2,bonus,4,FALSE,11.363,fox,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 205,liberal,Independent,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1964,55,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,4.447,fox,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 206,conservative,Democrat,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,A lot,0.75
Study 2,control,4,FALSE,8.19,drudge,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 207,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,Barely,0.25
Study 2,bonus,4,FALSE,6.101,fox,conservative,FALSE,Rep_9,Rep,conservative,FALSE,study_2_ 208,liberal,Independent,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1987,32,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,8.674,bbart,conservative,FALSE,Rep_6,Rep,conservative,FALSE,study_2_ 210,liberal,Independent,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1953,66,TRUE,yes,Not at all,0
Study 2,bonus,4,TRUE,3.969,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 211,liberal,Independent,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1989,30,TRUE,yes,Barely,0.25
Study 2,control,4,FALSE,5.5,fox,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 213,conservative,Independent,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1958,61,TRUE,yes,Barely,0.25
Study 2,control,4,FALSE,3.812,bbart,conservative,FALSE,Rep_9,Rep,conservative,FALSE,study_2_ 214,liberal,Independent,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1985,34,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,3.822,bbart,conservative,FALSE,Rep_2,Rep,conservative,FALSE,study_2_ 215,liberal,Democrat,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1984,35,TRUE,yes,Not at all,0
Study 2,bonus,4,TRUE,15.113,bbart,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 216,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1954,65,TRUE,yes,A lot,0.75
Study 2,control,4,FALSE,4.442,fox,conservative,FALSE,Rep_8,Rep,conservative,FALSE,study_2_ 217,liberal,Democrat,liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,15.171,fox,conservative,FALSE,Rep_8,Rep,conservative,FALSE,study_2_ 218,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1991,28,TRUE,yes,A lot,0.75
Study 2,control,4,TRUE,7.017,fox,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 219,conservative,Republican,somewhat conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1963,56,TRUE,yes,Somewhat,0.5
Study 2,control,4,TRUE,15.006,drudge,conservative,FALSE,Rep_7,Rep,conservative,FALSE,study_2_ 220,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1977,42,TRUE,yes,Barely,0.25
Study 2,bonus,4,FALSE,6.894,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_2_ 221,conservative,Independent,no opinion,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1991,28,TRUE,yes,Barely,0.25
Study 2,bonus,4,FALSE,7.867,bbart,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 222,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Somewhat,0.5
Study 2,control,4,TRUE,5.291,drudge,conservative,FALSE,Rep_6,Rep,conservative,FALSE,study_2_ 223,liberal,Republican,conservative,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1989,30,TRUE,no,Somewhat,0.5
Study 2,bonus,4,TRUE,7.788,bbart,conservative,FALSE,Rep_6,Rep,conservative,FALSE,study_2_ 224,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1988,31,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,11.24,drudge,conservative,FALSE,Rep_6,Rep,conservative,FALSE,study_2_ 225,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Master’s degree (e.g. MA, MS)",1972,47,TRUE,yes,Barely,0.25
Study 2,control,4,TRUE,8.212,bbart,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 226,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1965,54,TRUE,no,Barely,0.25
Study 2,bonus,4,FALSE,5.274,drudge,conservative,FALSE,Rep_7,Rep,conservative,FALSE,study_2_ 227,liberal,Independent,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1978,41,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,11.425,bbart,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 228,conservative,Independent,conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1987,32,TRUE,no,A lot,0.75
Study 2,bonus,4,FALSE,5.392,bbart,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 229,liberal,Other,liberal,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1987,32,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,4.36,drudge,conservative,FALSE,Rep_6,Rep,conservative,FALSE,study_2_ 230,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1992,27,TRUE,no,A lot,0.75
Study 2,bonus,4,TRUE,4.291,drudge,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 231,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1983,36,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,5.873,bbart,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 232,conservative,Republican,somewhat conservative,Right or center-right,Male,"Professional degree (e.g. MD, JD)",1988,31,TRUE,yes,A lot,0.75
Study 2,control,4,FALSE,5.341,bbart,conservative,TRUE,Rep_9,Rep,conservative,TRUE,study_2_ 233,conservative,Republican,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1999,20,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,8.075,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_2_ 234,conservative,Other,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1963,56,TRUE,yes,Barely,0.25
Study 2,control,4,TRUE,8.606,drudge,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 235,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1952,67,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,16.058,bbart,conservative,TRUE,Rep_9,Rep,conservative,TRUE,study_2_ 236,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1989,30,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,6.014,bbart,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 237,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1981,38,TRUE,no,Barely,0.25
Study 2,bonus,4,TRUE,5.113,drudge,conservative,FALSE,Rep_9,Rep,conservative,FALSE,study_2_ 238,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,no,Not at all,0
Study 2,control,4,TRUE,6.029,drudge,conservative,FALSE,Rep_7,Rep,conservative,FALSE,study_2_ 239,liberal,Independent,somewhat liberal,Left or center-left,Male,"Bachelor’s degree (e.g. BA, BS)",1972,47,TRUE,yes,Not at all,0
Study 2,bonus,4,TRUE,6.875,drudge,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 240,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Barely,0.25
Study 2,control,4,TRUE,4.863,fox,conservative,TRUE,Rep_7,Rep,conservative,TRUE,study_2_ 241,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1982,37,TRUE,yes,Somewhat,0.5
Study 2,control,4,TRUE,6.184,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 242,conservative,Independent,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1976,43,TRUE,yes,Barely,0.25
Study 2,bonus,4,FALSE,7.325,drudge,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_2_ 243,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1992,27,TRUE,no,Barely,0.25
Study 2,control,4,FALSE,4.383,drudge,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 244,conservative,Independent,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1995,24,TRUE,yes,Barely,0.25
Study 2,control,4,FALSE,6.957,bbart,conservative,FALSE,Rep_10,Rep,conservative,FALSE,study_2_ 245,liberal,Democrat,liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1978,41,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,7.488,bbart,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 246,conservative,Republican,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1963,56,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,7.383,bbart,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 247,conservative,Republican,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1970,49,TRUE,yes,Somewhat,0.5
Study 2,control,4,TRUE,6.237,fox,conservative,FALSE,Rep_8,Rep,conservative,FALSE,study_2_ 248,liberal,Republican,conservative,Left or center-left,Male,"Doctorate (e.g. PhD, EdD)",1989,30,TRUE,yes,Entirely,1
Study 2,bonus,4,TRUE,5.737,bbart,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 249,conservative,Independent,somewhat liberal,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,A lot,0.75
Study 2,control,4,FALSE,9.517,drudge,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_2_ 250,liberal,Democrat,somewhat liberal,Left or center-left,Female,High school degree or equivalent (e.g. GED),1997,22,TRUE,yes,Barely,0.25
Study 2,control,4,FALSE,8.331,drudge,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_2_ 251,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1988,31,TRUE,no,Barely,0.25
Study 2,control,4,FALSE,4.83,drudge,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 252,conservative,Republican,conservative,Right or center-right,Male,"Associate degree (e.g. AA, AS)",1953,66,TRUE,yes,A lot,0.75
Study 2,bonus,4,FALSE,5.416,bbart,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 253,conservative,Independent,no opinion,Right or center-right,Male,High school degree or equivalent (e.g. GED),1983,36,TRUE,yes,A lot,0.75
Study 2,control,4,FALSE,6.638,drudge,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 254,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1985,34,TRUE,no,Barely,0.25
Study 2,bonus,4,FALSE,5.791,bbart,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 255,liberal,Democrat,liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1983,36,TRUE,no,Somewhat,0.5
Study 2,bonus,4,TRUE,5.06,drudge,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 256,conservative,Independent,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1986,33,TRUE,yes,Somewhat,0.5
Study 2,control,4,FALSE,4.001,drudge,conservative,FALSE,Rep_6,Rep,conservative,FALSE,study_2_ 257,liberal,Independent,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1988,31,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,10.542,fox,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 258,conservative,Republican,conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1947,72,TRUE,yes,Barely,0.25
Study 2,bonus,4,FALSE,3.756,bbart,conservative,FALSE,Rep_7,Rep,conservative,FALSE,study_2_ 259,liberal,Democrat,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,15.011,fox,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 260,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1983,36,TRUE,yes,A lot,0.75
Study 2,bonus,4,FALSE,6.664,fox,conservative,FALSE,Rep_5,Rep,conservative,FALSE,study_2_ 261,liberal,Democrat,liberal,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1972,47,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,5.722,bbart,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 262,conservative,Republican,conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1954,65,TRUE,yes,Not at all,0
Study 2,bonus,4,TRUE,5.083,drudge,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 263,conservative,Independent,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1991,28,TRUE,yes,A lot,0.75
Study 2,bonus,4,TRUE,4.437,bbart,conservative,TRUE,Rep_7,Rep,conservative,TRUE,study_2_ 264,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1986,33,TRUE,no,Not at all,0
Study 2,control,4,TRUE,5.833,bbart,conservative,TRUE,Rep_9,Rep,conservative,TRUE,study_2_ 265,conservative,Independent,somewhat conservative,Right or center-right,Female,"Associate degree (e.g. AA, AS)",1966,53,TRUE,no,Not at all,0
Study 2,bonus,4,TRUE,15.011,drudge,conservative,FALSE,Rep_9,Rep,conservative,FALSE,study_2_ 266,liberal,Independent,somewhat conservative,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1967,52,TRUE,yes,A lot,0.75
Study 2,control,4,FALSE,5.137,drudge,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 267,conservative,Republican,conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1988,31,TRUE,yes,A lot,0.75
Study 2,bonus,4,FALSE,14.271,fox,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 268,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1974,45,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,FALSE,15.006,bbart,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 269,conservative,Republican,conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1972,47,TRUE,yes,Not at all,0
Study 2,control,4,FALSE,4.405,fox,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 270,conservative,Independent,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1970,49,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,6.734,drudge,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_2_ 271,conservative,Independent,no opinion,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1969,50,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,8.705,fox,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 272,liberal,Democrat,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),2000,19,TRUE,yes,Barely,0.25
Study 2,control,4,TRUE,7.227,fox,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 273,conservative,Republican,somewhat conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1970,49,TRUE,yes,A lot,0.75
Study 2,control,4,TRUE,6.49,fox,conservative,TRUE,Rep_7,Rep,conservative,TRUE,study_2_ 274,conservative,Independent,somewhat conservative,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1991,28,TRUE,yes,Somewhat,0.5
Study 2,control,4,TRUE,6.209,fox,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 275,conservative,Republican,conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1986,33,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,6.037,bbart,conservative,FALSE,Rep_3,Rep,conservative,FALSE,study_2_ 276,liberal,Republican,somewhat liberal,Left or center-left,Female,"Bachelor’s degree (e.g. BA, BS)",1996,23,TRUE,yes,A lot,0.75
Study 2,control,4,TRUE,4.994,bbart,conservative,TRUE,Rep_6,Rep,conservative,TRUE,study_2_ 277,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1948,71,TRUE,no,Barely,0.25
Study 2,bonus,4,TRUE,6.71,bbart,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 278,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1980,39,TRUE,yes,Barely,0.25
Study 2,bonus,4,FALSE,10.898,bbart,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 279,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1956,63,TRUE,yes,Not at all,0
Study 2,bonus,4,FALSE,8.182,bbart,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 280,conservative,Republican,conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1967,52,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,7.076,drudge,conservative,TRUE,Rep_4,Rep,conservative,TRUE,study_2_ 281,conservative,Republican,conservative,Right or center-right,Male,High school degree or equivalent (e.g. GED),1981,38,TRUE,yes,A lot,0.75
Study 2,control,4,TRUE,7.074,fox,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_2_ 282,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1973,46,TRUE,yes,Entirely,1
Study 2,bonus,4,TRUE,5.466,drudge,conservative,TRUE,Rep_6,Rep,conservative,TRUE,study_2_ 283,conservative,Independent,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1981,38,TRUE,yes,Somewhat,0.5
Study 2,control,4,TRUE,3.54,fox,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 284,conservative,Democrat,somewhat liberal,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1990,29,TRUE,no,Barely,0.25
Study 2,bonus,4,TRUE,7.021,bbart,conservative,TRUE,Rep_6,Rep,conservative,TRUE,study_2_ 285,conservative,Independent,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1987,32,TRUE,yes,Barely,0.25
Study 2,control,4,TRUE,4.361,bbart,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 286,liberal,Democrat,somewhat liberal,Left or center-left,Male,"Associate degree (e.g. AA, AS)",1985,34,TRUE,yes,Barely,0.25
Study 2,control,4,FALSE,3.508,fox,conservative,FALSE,Rep_6,Rep,conservative,FALSE,study_2_ 287,liberal,Democrat,liberal,Left or center-left,Female,"Master’s degree (e.g. MA, MS)",1994,25,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,8.001,drudge,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 288,liberal,Independent,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1986,33,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,4.769,drudge,conservative,FALSE,Rep_9,Rep,conservative,FALSE,study_2_ 289,liberal,Democrat,liberal,Left or center-left,Male,"Master’s degree (e.g. MA, MS)",1987,32,TRUE,yes,A lot,0.75
Study 2,bonus,4,TRUE,13.694,drudge,conservative,TRUE,Rep_3,Rep,conservative,TRUE,study_2_ 291,conservative,Republican,conservative,Right or center-right,Male,"Master’s degree (e.g. MA, MS)",1982,37,TRUE,yes,Barely,0.25
Study 2,bonus,4,TRUE,15.009,drudge,conservative,TRUE,Rep_7,Rep,conservative,TRUE,study_2_ 292,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1981,38,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,4.579,fox,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 293,conservative,Republican,somewhat conservative,Right or center-right,Male,"Bachelor’s degree (e.g. BA, BS)",1975,44,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,FALSE,10.513,bbart,conservative,TRUE,Rep_1,Rep,conservative,TRUE,study_2_ 294,conservative,Republican,conservative,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1952,67,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,0.72,fox,conservative,TRUE,Rep_8,Rep,conservative,TRUE,study_2_ 296,conservative,Republican,conservative,Right or center-right,Female,"Professional degree (e.g. MD, JD)",1990,29,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,TRUE,4.441,bbart,conservative,FALSE,Rep_6,Rep,conservative,FALSE,study_2_ 297,liberal,Democrat,liberal,Left or center-left,Male,"Master’s degree (e.g. MA, MS)",1985,34,TRUE,yes,Somewhat,0.5
Study 2,bonus,4,FALSE,15.109,fox,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 298,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1972,47,TRUE,yes,A lot,0.75
Study 2,bonus,4,FALSE,5.878,bbart,conservative,FALSE,Rep_1,Rep,conservative,FALSE,study_2_ 299,liberal,Republican,conservative,Left or center-left,Female,"Associate degree (e.g. AA, AS)",1959,60,TRUE,no,Not at all,0
Study 2,control,4,FALSE,5.131,fox,conservative,TRUE,Rep_10,Rep,conservative,TRUE,study_2_ 300,conservative,Independent,somewhat conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1995,24,TRUE,yes,Barely,0.25
Study 2,bonus,4,FALSE,15.116,bbart,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_2_ 301,conservative,Republican,somewhat conservative,Right or center-right,Female,"Master’s degree (e.g. MA, MS)",1983,36,TRUE,yes,Not at all,0
Study 2,control,4,TRUE,4.229,bbart,conservative,TRUE,Rep_2,Rep,conservative,TRUE,study_2_ 302,conservative,Republican,conservative,Right or center-right,Female,"Bachelor’s degree (e.g. BA, BS)",1993,26,TRUE,no,Somewhat,0.5
Study 2,bonus,4,FALSE,11.136,drudge,conservative,TRUE,Rep_5,Rep,conservative,TRUE,study_2_ 303,conservative,Republican,somewhat conservative,Right or center-right,Female,High school degree or equivalent (e.g. GED),1967,52,TRUE,no,Not at all,0
Study 2,control,4,TRUE,3.767,fox,conservative,FALSE,Rep_4,Rep,conservative,FALSE,study_2_ 304,liberal,Democrat,somewhat liberal,Left or center-left,Male,High school degree or equivalent (e.g. GED),1986,33,TRUE,yes,Barely,0.25
